securLayer,HEXinURL,IPinURL,hostLength,URLlength,pathLength,dashInHOST,dotInHOST,dotInPATH,slashInURL,DigitInHOST,NumOfCertainKeyword,numOfSpecialCharacters,AtInURL,underscoreInHOST,underscoreInPATH,PresenceOfWWW,portRedirect,numOfHexWithePersent,NumberOfForms,numGet,numpost,numberOfOuterSRCinScript,numberOfScript,NumberOfIframe,NumberOfApplet,NumberOfEmbed,NumberOfFrame,NumberOflink,NumberOfNonlink,NumberOfFsubmint,NumberOfInputEmail,NumberOfInputpassword,NumberOfFbutton,alexa,age,target label
1,0,0,27,679,644,0,3,2,10,0,9,48,0,0,10,0,0,0,0,0,0,1,5,1,0,0,0,12,1,0,0,0,0,163,22,1
0,0,0,17,58,34,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,22,0,0,0,0,67,1,0,0,0,0,153,19,1
0,0,0,49,91,35,6,4,1,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,117,0,1
1,0,0,14,40,18,0,2,0,3,0,5,2,0,0,1,1,0,0,0,0,0,8,12,0,0,0,0,70,1,0,0,0,0,48,18,1
1,0,0,17,39,14,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,4,0,0,0,0,0,48,18,1
1,0,0,18,56,30,0,2,1,7,0,3,0,0,0,0,0,0,0,1,1,0,13,19,2,0,0,0,74,5,1,0,0,0,7,23,1
1,0,0,16,48,24,0,2,1,5,0,4,0,0,0,0,0,0,0,1,1,0,13,18,2,0,0,0,62,0,1,0,0,0,7,23,1
1,0,0,16,38,14,0,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,1286,4,1,0,0,0,5,17,1
1,0,0,16,25,1,0,2,0,3,0,1,0,0,0,0,1,0,0,2,0,2,14,29,0,0,0,0,58,0,1,1,2,0,3,21,1
1,0,0,16,25,1,0,2,0,3,0,1,0,0,0,0,1,0,0,2,0,2,14,29,0,0,0,0,58,0,1,1,2,0,3,1,1
1,0,0,16,50,26,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,44,20,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,47,23,0,2,0,4,0,5,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,3,1,0,0,0,0,1,20,1
1,0,0,16,45,21,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,55,31,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,46,22,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,50,26,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,54,30,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,76,52,0,2,0,5,0,7,1,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,3,1,0,0,0,0,1,20,1
1,0,0,16,46,22,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,60,36,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,12,1,0,0,0,0,1,20,1
1,0,0,16,81,57,0,2,0,5,0,7,1,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,3,1,0,0,0,0,1,20,1
1,0,0,16,47,23,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,47,23,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,20,35,7,0,2,0,3,0,2,2,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,97,2,0,0,0,0,1,20,1
1,0,0,16,46,22,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,46,22,0,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,3,1,0,0,0,0,1,20,1
1,0,0,16,51,27,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,57,33,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,12,1,0,0,0,0,1,20,1
1,0,0,16,57,33,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,17,0,0,0,0,0,1,20,1
1,0,0,16,53,29,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,-10,1
0,0,0,35,43,1,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,15,23,3,0,0,0,4,0,1,0,0,0,-1,23,1
0,0,0,35,43,1,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,13,21,2,0,0,0,4,0,1,0,0,0,-1,23,1
0,0,1,17,110,86,0,3,8,8,0,1,4,0,0,0,1,0,1,1,0,1,0,5,0,0,0,0,2,0,0,0,1,0,-1,20,1
0,0,0,17,177,153,0,3,8,7,0,4,9,0,0,4,1,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,1,0,-1,20,1
0,0,0,17,175,151,0,3,8,7,0,4,9,0,0,4,1,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,1,0,-1,20,1
0,0,0,21,46,18,0,2,0,6,0,1,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,7,1,1,1,0,-1,18,1
0,0,0,30,71,34,0,2,1,6,0,2,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,3,0,1,0,1,0,-1,18,1
0,0,0,30,68,31,0,2,1,6,0,2,0,0,0,0,0,0,0,1,0,1,5,14,0,0,0,0,18,0,1,0,1,0,-1,18,1
0,0,0,30,78,41,0,2,2,6,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-1,18,1
0,1,0,17,70,46,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,7,1,1,1,0,-1,18,1
0,1,0,21,74,46,0,2,0,6,0,0,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,7,1,1,1,0,-1,18,1
0,0,0,15,51,29,0,2,2,5,0,3,0,0,0,0,1,0,0,3,0,3,10,14,0,0,0,0,72,0,0,0,2,0,-1,17,1
0,0,0,11,47,29,0,1,2,5,0,3,0,0,0,0,0,0,0,3,0,3,10,14,0,0,0,0,72,0,0,0,2,0,-1,17,1
0,0,0,26,62,29,0,2,1,5,0,4,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,-1,17,1
0,0,0,19,47,21,1,2,0,5,0,2,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,17,1
0,0,0,19,34,8,0,2,0,4,0,0,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,11,0,4,2,5,0,-1,17,1
0,0,0,18,33,8,0,2,0,4,0,0,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,11,0,4,2,5,0,-1,17,1
0,0,0,13,103,83,1,2,0,11,0,6,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,5,0,0,1,1,0,-1,17,1
1,0,0,19,35,8,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,16,1
0,0,0,14,36,15,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,19,1,0,0,0,0,-1,15,1
1,0,0,13,44,23,0,1,0,5,0,2,0,0,0,1,0,0,0,0,0,0,5,10,1,0,0,0,19,1,0,0,0,0,-1,15,1
0,1,0,15,87,65,0,2,3,5,0,1,0,0,0,0,1,0,0,1,0,1,4,11,0,0,0,0,6,0,0,1,1,0,-1,15,1
0,1,0,11,83,65,0,1,3,5,0,1,0,0,0,0,0,0,0,1,0,1,4,11,0,0,0,0,6,0,0,1,1,0,-1,15,1
0,0,0,18,38,13,0,2,1,3,0,1,0,0,0,1,0,0,0,1,0,1,60,81,17,0,0,0,8,1,1,1,1,0,-1,15,1
0,0,0,16,82,59,0,1,2,7,0,7,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,1,0,-1,15,1
0,0,0,21,52,24,0,1,1,4,0,3,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,1,0,1,0,-1,15,1
0,0,0,38,70,25,0,2,1,4,0,5,1,0,0,0,0,0,0,1,0,1,4,10,0,0,0,0,0,0,1,1,1,0,-1,15,1
0,0,0,8,41,26,0,1,0,6,0,1,1,0,0,1,0,0,1,1,0,1,4,4,0,0,0,0,0,1,1,0,1,0,-1,14,1
0,0,0,22,45,16,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,-1,14,1
0,0,0,22,48,19,1,2,0,6,0,1,0,0,0,0,1,0,0,0,0,0,4,9,3,0,0,0,36,2,0,0,0,0,-1,13,1
0,0,1,14,72,51,0,3,1,7,11,5,1,0,0,0,0,0,0,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,13,1
0,0,0,18,60,35,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,-1,13,1
0,1,0,27,83,49,0,2,0,6,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,12,1
0,0,0,9,52,36,0,1,1,6,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,15,0,0,0,2,0,-1,12,1
0,0,0,21,41,13,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,1,1,1,0,-1,12,1
0,0,0,21,50,22,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,1,1,1,0,-1,12,1
0,0,0,12,91,72,1,1,1,7,0,11,3,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,6,0,0,0,1,0,-1,12,1
0,0,0,12,83,64,1,1,1,7,0,7,2,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,-1,12,1
0,0,0,12,74,55,1,1,1,7,0,8,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,6,0,0,0,1,0,-1,12,1
0,0,0,12,91,72,1,1,1,7,0,12,3,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,12,1
0,0,0,12,91,72,1,1,1,7,0,12,3,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,-1,12,1
0,0,0,18,48,23,0,2,1,5,0,1,0,0,0,0,0,0,0,1,0,1,6,8,0,0,0,0,2,0,1,0,1,0,-1,11,1
0,0,0,18,42,17,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,11,1
0,0,0,19,74,48,0,2,1,7,0,0,0,0,0,0,1,0,0,1,1,0,19,26,0,0,0,0,80,1,1,0,0,0,-1,11,1
0,0,0,19,77,51,0,2,1,7,0,1,0,0,0,0,1,0,0,1,1,0,19,26,0,0,0,0,83,1,1,0,0,0,-1,11,1
0,1,1,12,60,41,0,3,0,5,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,-1,10,1
0,1,0,8,81,66,0,1,0,8,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,-1,10,1
0,0,0,17,65,41,0,2,3,4,0,8,2,1,0,0,0,0,0,1,0,1,1,5,0,0,0,0,12,0,1,0,2,0,-1,10,1
0,0,0,17,32,8,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,10,1
1,0,0,21,30,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,10,1
0,1,0,15,73,51,0,1,0,6,0,2,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,1,1,1,0,-1,10,1
0,1,0,15,74,52,0,1,0,6,0,2,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,1,1,1,0,-1,10,1
0,0,0,16,74,51,0,1,1,8,0,4,0,0,0,0,0,0,0,1,0,1,6,27,1,0,0,0,13,0,0,0,1,0,-1,10,1
0,0,0,14,43,22,0,1,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,10,1
0,0,0,18,44,19,1,2,0,6,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,0,0,0,14,0,1,0,0,0,-1,10,1
0,0,0,16,34,11,0,2,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-1,10,1
1,0,0,23,32,1,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,15,22,6,0,0,0,7,0,0,0,0,0,-1,9,1
0,0,0,28,36,1,1,2,0,3,0,2,0,0,0,0,0,0,0,1,0,1,14,19,6,0,0,0,4,0,1,0,0,0,-1,9,1
0,0,0,18,75,50,0,2,1,6,0,6,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,9,1
0,0,0,22,126,97,0,3,1,6,0,8,8,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,9,1
0,0,0,23,68,38,0,1,1,6,0,2,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,10,0,3,2,3,0,-1,9,1
0,0,0,17,63,39,0,1,0,4,0,1,0,0,0,0,0,0,0,2,1,1,17,24,2,0,0,0,37,0,1,0,0,0,-1,9,1
0,0,0,25,97,65,0,1,5,6,0,0,0,0,0,1,0,0,0,1,0,1,2,5,0,0,0,0,51,0,0,0,1,0,-1,9,1
0,0,0,16,106,83,0,1,1,9,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,-1,8,1
0,0,0,19,41,15,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,8,1
0,0,0,19,81,55,0,1,0,12,0,4,0,0,0,2,0,0,0,0,0,0,5,8,0,0,0,0,16,1,0,0,0,0,-1,8,1
0,0,0,19,80,54,0,1,0,11,0,4,0,0,0,2,0,0,0,0,0,0,5,8,0,0,0,0,16,1,0,0,0,0,-1,8,1
0,1,0,11,233,215,0,1,1,8,0,11,8,0,0,1,0,0,0,1,1,0,12,16,0,0,0,0,8,0,1,0,0,0,-1,8,1
0,1,0,11,234,216,0,1,1,8,0,10,8,0,0,1,0,0,0,1,1,0,12,16,0,0,0,0,8,0,1,0,0,0,-1,8,1
0,0,0,16,40,17,0,1,1,5,0,1,0,0,0,0,0,0,0,1,0,1,7,15,1,0,0,0,10,0,1,0,0,0,-1,8,1
0,0,0,16,53,30,0,1,1,5,0,3,2,0,0,0,0,0,0,1,0,1,7,15,1,0,0,0,11,0,1,0,1,0,-1,8,1
1,0,0,16,41,17,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,-1,8,1
0,0,0,23,66,36,0,2,0,8,0,4,0,0,0,0,1,0,0,0,0,0,5,8,0,0,0,0,16,1,0,0,0,0,-1,8,1
0,0,0,19,62,36,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,16,1,0,0,0,0,-1,8,1
0,0,1,14,70,49,0,3,1,8,11,2,0,0,0,0,0,0,0,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,1,14,130,109,0,3,1,8,11,5,11,0,0,0,0,0,2,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,1,14,106,85,0,3,1,8,11,5,7,0,0,0,0,0,0,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,1,0,19,116,90,0,1,1,6,0,0,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,8,0,4,2,5,0,-1,8,1
0,0,0,21,52,24,0,2,0,6,0,4,0,0,0,0,1,0,0,3,2,1,6,12,0,0,0,0,23,0,1,0,0,0,-1,8,1
0,0,1,14,221,200,0,3,1,8,11,5,22,0,0,0,0,0,3,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,0,19,101,75,0,1,6,7,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28,0,1,0,1,0,-1,8,1
0,0,1,14,248,227,0,3,1,8,11,5,31,0,0,0,0,0,6,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,1,11,70,52,0,3,1,7,8,6,1,0,0,0,0,0,0,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,1,11,77,59,0,3,1,7,8,6,3,0,0,0,0,0,0,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,1,11,231,213,0,3,1,7,8,6,31,0,0,0,0,0,6,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,1,11,204,186,0,3,1,7,8,6,22,0,0,0,0,0,3,2,0,2,3,18,5,0,0,0,13,0,1,0,1,0,-1,8,1
0,0,0,13,31,11,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,0,0,1,0,0,-1,7,1
0,0,0,17,71,47,0,1,1,6,0,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28,0,1,0,1,0,-1,7,1
0,0,0,13,98,78,0,1,0,9,0,6,0,0,0,2,0,0,0,1,0,1,1,2,0,0,0,0,5,0,0,1,1,0,-1,7,1
1,0,0,34,55,13,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,7,1
0,0,0,34,125,84,1,2,0,9,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,7,1
0,0,0,34,124,83,1,2,0,8,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,7,1
0,0,0,34,147,106,1,2,2,9,0,11,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,7,1
0,0,0,20,42,15,0,1,1,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,7,1
0,0,0,21,157,129,0,1,1,7,0,3,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,1,0,2,0,-1,7,1
0,0,0,17,60,36,0,1,2,4,0,4,2,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,2,0,1,0,1,0,-1,7,1
0,0,0,17,61,37,0,1,2,4,0,4,2,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,2,0,1,0,1,0,-1,7,1
0,1,0,13,143,123,0,1,1,5,0,3,8,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,6,0,0,1,1,0,-1,7,1
0,0,0,13,71,51,0,1,1,5,0,3,2,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,6,0,0,1,1,0,-1,7,1
1,0,0,10,77,59,0,1,2,6,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,7,1
0,0,0,27,242,208,0,1,11,7,0,12,21,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-1,7,1
0,0,0,27,148,114,0,1,4,7,0,10,13,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-1,7,1
0,0,0,31,47,9,0,2,0,5,0,1,0,0,0,0,1,0,0,1,1,0,6,10,0,0,0,0,3,0,1,0,1,0,-1,7,1
0,0,0,31,291,253,0,2,13,7,0,13,29,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-1,7,1
0,0,0,27,81,47,0,1,1,7,0,5,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-1,7,1
0,0,0,16,39,16,0,2,0,5,0,1,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,6,1
0,0,0,21,64,36,0,2,0,8,0,2,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,-1,6,1
0,0,0,18,57,32,0,2,1,6,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-1,6,1
0,0,0,18,47,22,0,2,0,6,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-1,6,1
0,0,0,14,43,22,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-1,6,1
0,0,0,18,134,109,0,1,1,5,0,5,3,0,0,0,0,0,0,2,0,2,2,17,3,0,0,0,12,0,1,0,1,0,-1,6,1
0,0,0,17,32,8,0,1,1,3,0,2,0,0,0,0,0,0,0,1,0,1,7,20,4,0,0,0,13,0,1,0,1,0,-1,6,1
0,1,0,10,59,42,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,1,1,8,0,0,0,0,0,1,0,0,1,0,-1,6,1
0,0,0,12,150,131,0,1,3,12,0,11,4,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,1,0,1,0,-1,6,1
0,0,0,12,113,94,0,1,1,12,0,10,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,1,0,1,0,-1,6,1
0,1,0,18,70,45,0,2,0,6,0,1,0,0,0,0,1,0,0,1,0,1,2,7,0,0,0,0,3,0,0,1,1,0,-1,6,1
0,0,0,22,48,19,0,2,1,4,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,6,1
0,0,0,22,35,6,0,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1,6,1
0,0,0,18,40,15,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,12,1,0,0,0,0,-1,6,1
0,0,0,18,40,15,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,12,1,0,0,0,0,-1,6,1
0,0,0,22,30,1,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,-1,6,1
0,0,0,22,39,10,0,2,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,6,1
0,0,0,21,45,17,0,3,2,6,1,3,0,0,0,0,1,0,0,1,0,1,1,6,2,0,0,0,228,0,0,0,0,0,-1,6,1
0,0,0,18,60,35,0,1,0,8,0,2,0,0,0,0,0,0,0,3,2,1,12,14,0,0,0,0,52,3,1,0,0,0,-1,5,1
0,1,0,11,107,89,0,1,1,9,0,1,0,0,0,0,0,0,0,1,0,1,2,5,0,0,0,0,51,0,0,0,1,0,-1,5,1
0,0,0,23,48,18,0,2,0,5,0,1,0,0,0,0,1,0,0,0,0,0,10,14,0,0,1,0,36,1,0,0,0,0,-1,5,1
0,0,0,12,39,20,0,1,1,4,0,1,0,0,0,0,0,0,0,1,0,1,6,8,0,0,0,0,2,0,1,0,1,0,-1,5,1
0,0,0,12,33,14,0,1,1,4,0,1,0,0,0,0,0,0,0,1,0,1,6,8,0,0,0,0,2,0,1,0,1,0,-1,5,1
0,0,0,11,99,81,0,1,0,11,0,7,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,-1,5,1
0,0,0,32,56,17,0,1,1,5,0,3,0,0,0,0,0,0,0,2,2,0,11,16,0,0,0,0,33,0,2,0,0,0,-1,5,1
0,0,0,24,41,10,0,2,0,5,0,0,0,0,0,0,1,0,0,2,0,2,0,3,0,0,0,0,4,0,1,0,0,0,-1,5,1
0,0,0,20,37,10,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,4,0,1,0,0,0,-1,5,1
1,0,0,12,73,53,0,1,1,10,0,2,1,0,0,0,0,0,1,0,0,0,3,8,1,0,0,0,19,1,0,0,0,0,-1,5,1
0,0,0,18,71,46,0,1,1,9,0,3,0,0,0,0,0,0,0,3,2,1,12,14,0,0,0,0,52,3,1,0,0,0,-1,5,1
0,0,0,28,55,20,0,3,1,4,0,3,0,0,0,0,0,0,0,5,0,5,4,6,0,0,0,0,11,0,4,2,5,0,-1,5,1
0,0,0,19,40,14,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,14,0,0,0,0,0,-1,5,1
0,0,0,20,58,31,1,1,1,5,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,1,0,-1,5,1
0,0,0,21,50,22,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,19,1,0,0,0,0,-1,5,1
0,0,0,41,93,45,0,4,0,8,0,4,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,5,0,0,1,1,0,-1,5,1
0,0,0,20,33,6,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,-1,4,1
0,0,0,12,28,9,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,3,6,0,0,0,0,5,0,0,0,1,0,-1,4,1
0,0,0,20,46,19,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,4,1
0,0,0,21,62,34,0,2,1,7,0,2,0,0,0,0,1,0,0,0,0,0,4,7,1,0,0,0,9,0,0,0,0,0,-1,4,1
0,0,0,35,74,32,0,1,1,6,0,2,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,4,1
1,0,0,22,67,37,0,2,1,8,0,5,0,0,0,0,1,0,0,1,0,1,7,20,4,0,0,0,13,0,1,0,1,0,-1,4,1
0,0,0,17,25,1,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,24,27,0,0,0,0,57,0,0,0,0,0,-1,4,1
0,0,0,40,61,14,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,13,0,0,0,0,0,-1,4,1
0,0,0,40,55,8,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,13,0,0,0,0,0,-1,4,1
0,0,0,29,64,28,0,1,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,-1,4,1
0,0,0,19,48,22,0,2,1,5,0,2,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,4,1
0,1,0,20,73,46,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,7,1,1,1,0,-1,4,1
0,0,0,18,48,23,0,1,2,4,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25,0,0,1,1,0,-1,4,1
